label,session,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116
scuba,4,0.000001,0.006240,0.000507,0.518745,0.185162,0.457184,0.000005,0.000000,0.000000,0.884226,0.390319,0.925740,0.726857,0.148914,0.045557,0.039761,0.146583,0.000861,0.011649,0.045600,0.291716,0.000570,0.002145,0.000010,0.004225,0.000520,0.000013,0.000047,0.412570,0.041805,0.000007,0.000018,0.003628,0.417297,0.000030,0.000079,0.010710,0.004315,0.590363,0.000032,0.004029,0.004269,0.609383,0.163120,0.000392,0.000196,0.000008,0.000107,0.106535,0.028143,0.000004,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.048546,-0.483042,0.044755,0.045071,-0.887245,0.007395,0.278330,-1.087994,-0.051548,0.519531,-1.091405,-0.096352,0.336080,-0.989993,-0.091377,0.717503,-1.271771,-0.190577,0.695485,-1.155692,-0.230167,0.584939,-1.011165,-0.235549,0.561080,-0.809650,-0.172162,1.000732,-1.087196,-0.226589,0.961110,-0.983905,-0.210497,0.814772,-0.844877,-0.184682,0.725637,-0.588702,-0.247524,1.143178,-0.817911,-0.270303,1.097889,-0.744016,-0.205628,0.952548,-0.640616,-0.156672,0.823002,-0.345373,-0.319963,1.099944,-0.483869,-0.315857,1.081453,-0.473922,-0.242810,0.991555,-0.427155,-0.179166
scuba,4,0.000001,0.006357,0.003116,0.532706,0.273725,0.222472,0.000004,0.000000,0.000000,0.881447,0.675517,0.872673,0.874727,0.094195,0.063514,0.055396,0.094101,0.001449,0.002419,0.080255,0.190260,0.000303,0.000768,0.000009,0.002641,0.000142,0.000004,0.000035,0.425039,0.100738,0.000007,0.000010,0.004131,0.129023,0.000026,0.000028,0.039061,0.026702,0.381966,0.000147,0.001713,0.001164,0.695697,0.168886,0.021053,0.014592,0.000075,0.000110,0.335759,0.211510,0.000002,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.047680,-0.468736,0.072101,0.058227,-0.828400,0.037217,0.279526,-0.998999,-0.030158,0.522102,-1.004968,-0.086336,0.334765,-0.989793,-0.027249,0.699645,-1.202571,-0.128295,0.694182,-1.102649,-0.180069,0.569518,-0.968961,-0.191391,0.537771,-0.833700,-0.125423,0.953055,-1.041506,-0.171437,0.927580,-0.949301,-0.168947,0.777609,-0.831535,-0.161582,0.698470,-0.626024,-0.220552,1.074899,-0.816666,-0.231151,1.018508,-0.729516,-0.160169,0.866720,-0.626238,-0.115109,0.802082,-0.389817,-0.313061,1.076486,-0.543591,-0.280851,1.022214,-0.496345,-0.183106,0.904015,-0.418683,-0.110325
scuba,4,0.000001,0.003299,0.004510,0.473283,0.643115,0.299687,0.000008,0.000000,0.000001,0.733129,0.664722,0.865529,0.863213,0.018813,0.175060,0.201541,0.048003,0.003449,0.001671,0.221254,0.144808,0.001428,0.000991,0.000078,0.000010,0.000030,0.000169,0.000004,0.058160,0.011725,0.000262,0.000505,0.001377,0.010754,0.000069,0.000159,0.035478,0.058636,0.062808,0.000305,0.000457,0.000533,0.177106,0.051821,0.199151,0.337407,0.000676,0.126687,0.122590,0.098312,0.000016,0.000001,1.000000,0.000000,0.000000,0.000000,0.000000,-0.027077,-0.424003,0.069347,0.102183,-0.810379,0.033696,0.294994,-1.052598,-0.032871,0.534570,-1.134844,-0.091038,0.333970,-0.976174,-0.017173,0.641799,-1.188994,-0.118668,0.748347,-1.132447,-0.175282,0.705132,-1.011667,-0.193488,0.528292,-0.840107,-0.122927,0.915327,-1.061305,-0.186395,0.985539,-0.972849,-0.205117,0.881728,-0.846548,-0.210119,0.690650,-0.638346,-0.225497,1.048374,-0.825243,-0.260703,1.063137,-0.735961,-0.212391,0.942542,-0.633577,-0.178871,0.807673,-0.392029,-0.324830,1.086528,-0.526910,-0.327931,1.080764,-0.482987,-0.256091,0.977050,-0.409890,-0.197125
scuba,4,0.000003,0.002247,0.014227,0.228861,0.694360,0.284210,0.000019,0.000000,0.000001,0.494518,0.513389,0.747806,0.825512,0.010099,0.171402,0.306548,0.053774,0.009240,0.001868,0.548527,0.149833,0.004716,0.000778,0.000070,0.000018,0.000053,0.000496,0.000002,0.400321,0.017711,0.000028,0.000076,0.004380,0.048053,0.000148,0.000369,0.185288,0.098167,0.070340,0.000099,0.001030,0.001845,0.214581,0.105988,0.224789,0.244658,0.000102,0.029002,0.122188,0.045888,0.000019,0.000002,1.000000,0.000000,0.000000,0.000000,0.000000,-0.059376,-0.390331,0.110280,0.092661,-0.724157,0.097603,0.287104,-0.912193,0.046132,0.491378,-0.975039,0.000823,0.291960,-0.975609,0.050573,0.549160,-1.174429,-0.018547,0.657938,-1.107510,-0.059790,0.640480,-1.001984,-0.076349,0.480161,-0.873918,-0.075484,0.814008,-1.062092,-0.106920,0.878647,-0.968430,-0.114962,0.790302,-0.854497,-0.121526,0.641020,-0.704919,-0.197370,0.958630,-0.858534,-0.197576,0.965955,-0.762089,-0.143419,0.853401,-0.664370,-0.118933,0.761412,-0.484499,-0.317521,0.998456,-0.586072,-0.302163,0.983896,-0.533553,-0.235984,0.884890,-0.471452,-0.189016
scuba,4,0.000004,0.002605,0.132980,0.076926,0.709428,0.159091,0.000012,0.000000,0.000003,0.315494,0.326008,0.320780,0.888237,0.003550,0.087339,0.608490,0.114636,0.055025,0.000983,0.636293,0.145751,0.007996,0.001727,0.000026,0.000003,0.000014,0.003576,0.000000,0.166570,0.003437,0.000291,0.000876,0.005539,0.001074,0.000060,0.000134,0.360218,0.126418,0.120621,0.005457,0.001385,0.001416,0.734607,0.429471,0.568863,0.637831,0.000580,0.106916,0.102606,0.053640,0.000048,0.000004,1.000000,0.000000,0.000000,0.000000,0.000000,-0.070908,-0.401940,0.115911,0.074468,-0.761798,0.115057,0.286090,-0.928764,0.078520,0.510132,-0.936338,0.048116,0.241123,-0.985541,0.033083,0.532502,-1.248616,-0.027651,0.674596,-1.189816,-0.056999,0.672393,-1.075157,-0.060066,0.447576,-0.890633,-0.080206,0.810177,-1.125722,-0.094504,0.909979,-1.043757,-0.081123,0.842310,-0.915898,-0.069797,0.623937,-0.736077,-0.186411,0.967206,-0.917272,-0.168364,1.003996,-0.834682,-0.105276,0.903234,-0.726732,-0.070720,0.758560,-0.537993,-0.289871,1.024371,-0.665944,-0.254402,1.030659,-0.611610,-0.177813,0.933436,-0.529018,-0.120161
scuba,4,0.000015,0.003168,0.020898,0.381290,0.294883,0.181012,0.000053,0.000003,0.000008,0.088407,0.031976,0.421762,0.433471,0.010596,0.288565,0.297717,0.022438,0.022932,0.010802,0.312127,0.165274,0.036881,0.012523,0.000451,0.000143,0.000914,0.001527,0.000012,0.111090,0.002187,0.001209,0.004412,0.033908,0.000534,0.009953,0.028601,0.262575,0.035933,0.069981,0.001467,0.021860,0.002987,0.048361,0.293720,0.036747,0.033920,0.000968,0.464355,0.047715,0.023596,0.000043,0.000010,1.000000,0.000000,0.000000,0.000000,0.000000,-0.017151,-0.433772,0.134144,0.137586,-0.837644,0.114204,0.335156,-1.065603,0.052493,0.542034,-1.204619,-0.002121,0.178872,-1.043052,-0.081848,0.588525,-1.470940,-0.215988,0.853830,-1.454609,-0.237061,0.943712,-1.324831,-0.197098,0.290700,-0.933432,-0.210194,0.771480,-1.370568,-0.315686,1.051028,-1.351874,-0.277049,1.101400,-1.206214,-0.200209,0.416065,-0.753880,-0.325824,0.874234,-1.158675,-0.393517,1.131504,-1.165894,-0.299557,1.180584,-1.063218,-0.190047,0.543890,-0.533359,-0.429798,0.916918,-0.874050,-0.445785,1.122093,-0.937372,-0.351201,1.187644,-0.902728,-0.241827
scuba,4,0.000010,0.012598,0.012481,0.114545,0.489150,0.455546,0.000420,0.000005,0.000007,0.266744,0.038580,0.397601,0.368862,0.003518,0.180637,0.580846,0.057292,0.024022,0.018270,0.215366,0.196647,0.015641,0.017789,0.002914,0.000060,0.003557,0.005257,0.000052,0.081241,0.014410,0.001765,0.003292,0.108422,0.000252,0.393483,0.688325,0.321695,0.117962,0.042377,0.000953,0.055908,0.015844,0.010785,0.040444,0.486918,0.437035,0.004263,0.050548,0.183010,0.161595,0.000006,0.000025,1.000000,0.000000,0.000000,0.000000,0.000000,-0.037043,-0.436704,0.158958,0.081040,-0.805274,0.149013,0.240778,-1.019339,0.092807,0.443924,-1.144492,0.042626,0.158080,-1.024939,-0.036785,0.540515,-1.457316,-0.140089,0.757115,-1.412807,-0.150652,0.809553,-1.275189,-0.116800,0.284235,-0.942540,-0.175535,0.726523,-1.387378,-0.251698,0.962689,-1.338066,-0.215275,1.008635,-1.197188,-0.154939,0.418174,-0.781127,-0.299416,0.842838,-1.166012,-0.338505,1.064624,-1.145944,-0.242917,1.110768,-1.045717,-0.152150,0.550686,-0.571742,-0.410567,0.877880,-0.878700,-0.400767,1.054185,-0.915341,-0.297687,1.113405,-0.876231,-0.197961
scuba,4,0.000010,0.027527,0.034827,0.024943,0.434529,0.280355,0.000639,0.000005,0.000004,0.293298,0.165608,0.283747,0.493056,0.003072,0.192630,0.658300,0.066299,0.045493,0.008260,0.399566,0.219719,0.011517,0.003398,0.002252,0.000082,0.001691,0.002859,0.000042,0.059996,0.006136,0.002869,0.005951,0.149626,0.001070,0.263464,0.627873,0.234079,0.075174,0.065829,0.000230,0.036601,0.004049,0.045481,0.095664,0.800515,0.652984,0.003282,0.040134,0.745390,0.380518,0.000008,0.000027,1.000000,0.000000,0.000000,0.000000,0.000000,-0.044261,-0.438179,0.160039,0.071021,-0.799125,0.153478,0.241230,-0.989493,0.103436,0.459434,-1.073636,0.057475,0.141992,-1.033028,-0.042916,0.526515,-1.451243,-0.133564,0.728370,-1.405960,-0.134793,0.769261,-1.280538,-0.099242,0.270866,-0.946400,-0.175907,0.706727,-1.380033,-0.240044,0.928331,-1.329367,-0.203848,0.972228,-1.205343,-0.150354,0.404211,-0.782813,-0.291676,0.813973,-1.159855,-0.326118,1.029251,-1.147792,-0.246212,1.081169,-1.060241,-0.170679,0.531847,-0.570582,-0.392669,0.844893,-0.876794,-0.381904,1.019401,-0.925756,-0.289994,1.088642,-0.901906,-0.202559
scuba,4,0.000002,0.106958,0.071532,0.015506,0.713550,0.325290,0.000060,0.000003,0.000004,0.187237,0.114808,0.195559,0.703732,0.001845,0.044803,0.840217,0.296481,0.082947,0.004762,0.297804,0.265318,0.024900,0.009230,0.000620,0.000009,0.000028,0.000467,0.000001,0.021157,0.001040,0.004763,0.008285,0.112891,0.012609,0.011256,0.033375,0.221721,0.141764,0.180799,0.000069,0.003136,0.000450,0.070350,0.085970,0.928993,0.859683,0.116214,0.137638,0.446527,0.236947,0.000013,0.000011,1.000000,0.000000,0.000000,0.000000,0.000000,-0.034624,-0.441066,0.175828,0.075310,-0.808965,0.172797,0.251620,-1.001456,0.121068,0.481729,-1.082884,0.070397,0.129065,-1.035136,-0.019234,0.507756,-1.453672,-0.107598,0.709169,-1.398462,-0.119010,0.754472,-1.272983,-0.096769,0.255915,-0.952736,-0.163663,0.693008,-1.395648,-0.224600,0.910709,-1.325756,-0.199188,0.953109,-1.193460,-0.159592,0.390635,-0.793451,-0.289770,0.808048,-1.171571,-0.316101,1.015219,-1.137982,-0.238652,1.060442,-1.039227,-0.172475,0.523354,-0.582494,-0.400955,0.840519,-0.888500,-0.382373,1.019131,-0.938416,-0.291467,1.097498,-0.925987,-0.212085
scuba,4,0.000004,0.271575,0.279641,0.001745,0.294893,0.067873,0.000062,0.000001,0.000005,0.176384,0.278143,0.129402,0.762162,0.002318,0.063925,0.714065,0.175965,0.115443,0.002331,0.399388,0.179322,0.014055,0.002172,0.000302,0.000536,0.000079,0.000107,0.000002,0.180613,0.001448,0.000413,0.000902,0.115261,0.041232,0.003076,0.013877,0.174943,0.037663,0.435325,0.000048,0.005517,0.000727,0.092808,0.286115,0.788065,0.614494,0.003498,0.046153,0.348248,0.103520,0.000020,0.000010,1.000000,0.000000,0.000000,0.000000,0.000000,-0.044288,-0.432781,0.154223,0.076768,-0.809654,0.145406,0.265138,-1.011518,0.090251,0.494455,-1.107009,0.039372,0.134981,-1.036347,-0.002949,0.510570,-1.452085,-0.093649,0.717453,-1.388926,-0.118829,0.764816,-1.249835,-0.105200,0.262625,-0.955595,-0.133606,0.688886,-1.386484,-0.183502,0.904092,-1.307634,-0.170146,0.943643,-1.170102,-0.143326,0.400210,-0.799338,-0.249954,0.808040,-1.175031,-0.265804,1.018277,-1.133634,-0.202643,1.062472,-1.028935,-0.152072,0.537042,-0.595411,-0.353813,0.860372,-0.894326,-0.326844,1.034833,-0.924682,-0.240721,1.097279,-0.896028,-0.168644
scuba,4,0.000004,0.044931,0.084075,0.008698,0.265641,0.209763,0.000095,0.000004,0.000007,0.238700,0.172770,0.129906,0.698315,0.006534,0.022383,0.557765,0.348415,0.101918,0.002991,0.518797,0.165617,0.009513,0.003841,0.001041,0.000033,0.000182,0.001554,0.000004,0.061092,0.001488,0.004005,0.008473,0.110121,0.000765,0.028375,0.144830,0.212268,0.042676,0.246147,0.000658,0.012994,0.001498,0.022508,0.085266,0.691801,0.551233,0.009171,0.161869,0.042903,0.032355,0.000017,0.000019,1.000000,0.000000,0.000000,0.000000,0.000000,-0.053763,-0.424101,0.131124,0.060900,-0.813178,0.108800,0.234912,-1.033594,0.041659,0.454543,-1.144402,-0.023381,0.098341,-1.050729,-0.017749,0.456866,-1.469049,-0.130726,0.690632,-1.451966,-0.182689,0.784720,-1.341954,-0.188501,0.218429,-0.964592,-0.147764,0.640033,-1.392306,-0.224684,0.884767,-1.361086,-0.235636,0.963220,-1.241446,-0.225591,0.354056,-0.811113,-0.267417,0.752247,-1.206512,-0.301800,0.978944,-1.199203,-0.253974,1.051386,-1.105620,-0.211664,0.494267,-0.615387,-0.378219,0.798022,-0.929434,-0.371881,0.983447,-0.996591,-0.304190,1.073978,-0.988680,-0.243193
scuba,4,0.000002,0.106427,0.229648,0.001500,0.123020,0.057816,0.000011,0.000000,0.000001,0.195732,0.284020,0.128586,0.643948,0.017728,0.056537,0.187993,0.111229,0.094130,0.003609,0.474086,0.042839,0.007736,0.001407,0.000097,0.000031,0.000025,0.000482,0.000001,0.114743,0.003904,0.000079,0.000167,0.045796,0.000086,0.000393,0.003209,0.222508,0.014884,0.732628,0.048661,0.000984,0.000086,0.089596,0.152208,0.103523,0.066903,0.000212,0.025655,0.039333,0.012602,0.000086,0.000001,1.000000,0.000000,0.000000,0.000000,0.000000,-0.019771,-0.412212,0.142386,0.095314,-0.795816,0.131002,0.268488,-1.010137,0.070910,0.475720,-1.118963,0.009260,0.129454,-1.044143,-0.000736,0.491481,-1.452942,-0.112117,0.737769,-1.446649,-0.163877,0.855723,-1.343820,-0.169506,0.227392,-0.964656,-0.133105,0.666781,-1.363168,-0.198840,0.905766,-1.333742,-0.199032,0.994704,-1.224135,-0.181962,0.350051,-0.816968,-0.256342,0.757301,-1.197322,-0.284186,0.977788,-1.196631,-0.231248,1.061363,-1.115188,-0.185350,0.480954,-0.629077,-0.370971,0.780161,-0.941809,-0.363819,0.959376,-1.023794,-0.297689,1.060542,-1.037748,-0.236921
scuba,4,0.000001,0.089851,0.385476,0.000179,0.246833,0.077448,0.000010,0.000000,0.000001,0.152917,0.213149,0.103983,0.569497,0.036152,0.158357,0.140808,0.030503,0.093701,0.003779,0.454631,0.091577,0.016421,0.001319,0.000090,0.000004,0.000005,0.002405,0.000000,0.245200,0.007149,0.000044,0.000114,0.025274,0.000076,0.000687,0.009590,0.371753,0.031806,0.540961,0.070982,0.000622,0.000234,0.108257,0.148740,0.041813,0.028952,0.000101,0.021341,0.047795,0.012361,0.000222,0.000001,1.000000,0.000000,0.000000,0.000000,0.000000,-0.033086,-0.401691,0.151276,0.057002,-0.786322,0.150612,0.173814,-1.029703,0.100063,0.288795,-1.159590,0.045355,0.090854,-1.052482,0.049757,0.450166,-1.402330,-0.036503,0.689070,-1.426172,-0.084767,0.816572,-1.361819,-0.095491,0.172450,-0.981558,-0.082395,0.570108,-1.344435,-0.136884,0.807606,-1.340723,-0.151858,0.926515,-1.242707,-0.148328,0.277554,-0.847014,-0.204996,0.644465,-1.189478,-0.218726,0.863460,-1.199359,-0.179508,0.975453,-1.128696,-0.147012,0.401889,-0.669576,-0.319366,0.674982,-0.965101,-0.292000,0.853062,-1.057358,-0.229552,0.973573,-1.083786,-0.177351
scuba,4,0.000003,0.026279,0.520259,0.000246,0.541182,0.068862,0.000009,0.000000,0.000001,0.153705,0.268011,0.230331,0.599656,0.014041,0.153027,0.281160,0.049326,0.064686,0.006092,0.485340,0.106947,0.034234,0.001948,0.000051,0.000002,0.000008,0.003244,0.000000,0.042715,0.000893,0.000595,0.001340,0.103151,0.000277,0.000249,0.000574,0.321429,0.049965,0.695123,0.012842,0.001061,0.000461,0.140214,0.106213,0.315790,0.256344,0.003732,0.099662,0.043280,0.023114,0.000038,0.000001,1.000000,0.000000,0.000000,0.000000,0.000000,-0.024935,-0.383110,0.135560,0.037901,-0.764871,0.124653,0.150876,-1.017800,0.066449,0.296311,-1.157722,0.006834,0.087633,-1.052720,0.020167,0.456254,-1.407426,-0.083069,0.702767,-1.392792,-0.137056,0.829638,-1.294127,-0.148149,0.160094,-0.981541,-0.104551,0.569471,-1.372957,-0.176551,0.815542,-1.343199,-0.191441,0.934917,-1.226568,-0.184571,0.264928,-0.853472,-0.221084,0.640887,-1.215828,-0.247158,0.867516,-1.201166,-0.209362,0.980084,-1.105916,-0.174180,0.390575,-0.681552,-0.330395,0.661659,-0.985636,-0.308848,0.837140,-1.050822,-0.248667,0.952201,-1.040597,-0.196284
scuba,4,0.000001,0.023169,0.517147,0.000585,0.577655,0.045642,0.000004,0.000000,0.000002,0.119498,0.319354,0.047215,0.694478,0.026683,0.027846,0.227885,0.275889,0.209669,0.003710,0.423958,0.087980,0.026184,0.001403,0.000041,0.000013,0.000005,0.000490,0.000000,0.067469,0.002893,0.000986,0.001622,0.072443,0.004277,0.000153,0.000238,0.420255,0.205226,0.394644,0.000903,0.001296,0.000631,0.219515,0.096022,0.155004,0.138975,0.011462,0.046991,0.004565,0.005248,0.000032,0.000001,1.000000,0.000000,0.000000,0.000000,0.000000,0.031542,-0.365650,0.164731,0.121699,-0.756293,0.165812,0.263671,-1.000178,0.112135,0.420130,-1.148496,0.055795,0.071955,-1.054907,0.029959,0.464744,-1.422719,-0.080351,0.738322,-1.399726,-0.139902,0.899650,-1.287445,-0.152949,0.104570,-0.988318,-0.110803,0.540244,-1.378098,-0.186447,0.816462,-1.344355,-0.202005,0.970965,-1.217247,-0.197554,0.185780,-0.863482,-0.242174,0.595181,-1.229702,-0.270852,0.862189,-1.214664,-0.242414,1.010952,-1.109888,-0.216035,0.308918,-0.703691,-0.364432,0.599199,-1.019420,-0.347202,0.799202,-1.072866,-0.294707,0.938275,-1.045684,-0.250356
scuba,4,0.000001,0.005392,0.187130,0.006406,0.641603,0.086527,0.000043,0.000001,0.000000,0.053271,0.158323,0.085954,0.625046,0.037594,0.055165,0.260454,0.204525,0.164492,0.004184,0.299072,0.262805,0.069363,0.002631,0.000258,0.000002,0.000017,0.016442,0.000000,0.010336,0.002290,0.021944,0.017625,0.100666,0.000008,0.028117,0.071056,0.052170,0.011712,0.281613,0.064281,0.002226,0.000247,0.100137,0.350451,0.687734,0.724812,0.012336,0.007729,0.193511,0.312314,0.000021,0.000001,1.000000,0.000000,0.000000,0.000000,0.000000,0.078197,-0.383378,0.190607,0.142982,-0.771791,0.190388,0.259077,-1.033090,0.127218,0.405915,-1.200028,0.058806,0.036338,-1.057598,0.023350,0.441256,-1.438141,-0.100598,0.716366,-1.414502,-0.162506,0.873099,-1.304723,-0.175557,0.057038,-0.988565,-0.139535,0.521246,-1.406354,-0.239918,0.807730,-1.349163,-0.261087,0.954170,-1.203150,-0.255329,0.139326,-0.861114,-0.290201,0.570175,-1.246075,-0.339775,0.850220,-1.207013,-0.314676,1.000279,-1.087338,-0.284913,0.265849,-0.698753,-0.428024,0.561142,-1.027207,-0.420496,0.769516,-1.083486,-0.370830,0.911601,-1.061125,-0.328205
scuba,4,0.000001,0.002786,0.590889,0.007605,0.622289,0.046618,0.000016,0.000000,0.000000,0.118726,0.261820,0.054219,0.615283,0.284111,0.021199,0.056931,0.393264,0.156688,0.003923,0.481212,0.319041,0.027523,0.001235,0.000189,0.000001,0.000002,0.009000,0.000000,0.011946,0.006157,0.004507,0.004055,0.030627,0.000039,0.006435,0.010661,0.324127,0.103129,0.183736,0.041795,0.001257,0.000368,0.199556,0.159870,0.401768,0.406933,0.012413,0.020694,0.017731,0.024064,0.000058,0.000001,1.000000,0.000000,0.000000,0.000000,0.000000,0.026413,-0.373669,0.132133,0.117435,-0.784915,0.122564,0.281362,-1.050274,0.060147,0.480910,-1.204312,0.000582,0.048958,-1.054041,0.053950,0.423807,-1.450131,-0.071449,0.691112,-1.418964,-0.152738,0.838326,-1.284815,-0.177387,0.096617,-0.992708,-0.071966,0.517824,-1.384073,-0.146905,0.779297,-1.333228,-0.179370,0.914968,-1.197941,-0.187844,0.193569,-0.874777,-0.195996,0.576566,-1.238564,-0.216294,0.817534,-1.220206,-0.195726,0.953271,-1.117888,-0.179930,0.320295,-0.715042,-0.315767,0.586374,-0.995724,-0.291605,0.774720,-1.067819,-0.246796,0.911443,-1.067809,-0.212811
scuba,4,0.000002,0.002683,0.403564,0.016243,0.584929,0.078980,0.000007,0.000000,0.000000,0.135877,0.199804,0.085176,0.563625,0.013303,0.096247,0.555293,0.175588,0.109581,0.005918,0.286178,0.429618,0.030392,0.002364,0.000029,0.000000,0.000004,0.029810,0.000000,0.068951,0.008264,0.000980,0.001457,0.013185,0.000187,0.000047,0.000220,0.299973,0.054349,0.365153,0.035304,0.000820,0.000199,0.790937,0.342631,0.506706,0.434496,0.001436,0.020944,0.015390,0.009869,0.000036,0.000001,1.000000,0.000000,0.000000,0.000000,0.000000,-0.002953,-0.385345,0.140605,0.080527,-0.796497,0.132033,0.236378,-1.042073,0.072888,0.433634,-1.168202,0.017116,0.070719,-1.057153,0.039763,0.423647,-1.430411,-0.077979,0.685338,-1.383608,-0.149939,0.813007,-1.229561,-0.168499,0.146059,-0.985352,-0.087935,0.556440,-1.369604,-0.150798,0.796346,-1.305184,-0.167662,0.879274,-1.152369,-0.167346,0.258281,-0.858155,-0.210578,0.650022,-1.224325,-0.226253,0.864697,-1.187077,-0.185990,0.940791,-1.062696,-0.155230,0.387811,-0.688276,-0.327162,0.689472,-0.974863,-0.305488,0.876556,-1.042244,-0.250190,0.983945,-1.036148,-0.205509
scuba,4,0.000004,0.000392,0.006861,0.451853,0.330900,0.373323,0.000027,0.000002,0.000002,0.524414,0.533235,0.506701,0.706312,0.023080,0.107419,0.366069,0.186210,0.020804,0.004861,0.774156,0.338011,0.002489,0.000764,0.000126,0.000013,0.000128,0.015854,0.000003,0.234398,0.017326,0.000154,0.000456,0.003242,0.000071,0.000227,0.001976,0.374156,0.031289,0.052558,0.108486,0.002905,0.000527,0.305057,0.168756,0.018475,0.009958,0.000076,0.044544,0.002597,0.000600,0.000106,0.000004,1.000000,0.000000,0.000000,0.000000,0.000000,-0.034018,-0.429775,0.096309,0.100934,-0.861601,0.054454,0.317195,-1.124295,-0.026039,0.561099,-1.256309,-0.100776,0.149779,-1.064036,-0.084561,0.579698,-1.467647,-0.247624,0.844536,-1.394024,-0.329315,0.924732,-1.238334,-0.350694,0.246188,-0.947525,-0.203889,0.750019,-1.322760,-0.314639,1.016114,-1.246918,-0.332820,1.081999,-1.111395,-0.334581,0.362881,-0.767422,-0.318687,0.854356,-1.085444,-0.389428,1.102181,-1.047652,-0.350966,1.160954,-0.941538,-0.316256,0.480534,-0.550351,-0.427375,0.881134,-0.798873,-0.453492,1.099656,-0.827652,-0.407895,1.194685,-0.794779,-0.365322
scuba,4,0.000002,0.000969,0.027331,0.175018,0.357715,0.120475,0.000017,0.000001,0.000002,0.425939,0.535721,0.558188,0.618274,0.019498,0.158225,0.372975,0.129653,0.013906,0.007247,0.587224,0.323534,0.002185,0.000731,0.000087,0.000028,0.000388,0.008893,0.000010,0.098955,0.044041,0.000086,0.000222,0.003202,0.000085,0.000349,0.001459,0.162383,0.050377,0.128094,0.076433,0.015278,0.001366,0.182565,0.056652,0.001819,0.001882,0.000034,0.024333,0.000269,0.000099,0.000032,0.000001,1.000000,0.000000,0.000000,0.000000,0.000000,0.054655,-0.411233,0.107785,0.236034,-0.807831,0.070852,0.481737,-1.006384,-0.009755,0.733811,-1.072913,-0.086237,0.272919,-1.032333,-0.061803,0.762119,-1.366981,-0.214495,0.992847,-1.237067,-0.291496,1.045212,-1.066854,-0.311623,0.333573,-0.924049,-0.186673,0.884136,-1.237124,-0.288173,1.118108,-1.103061,-0.303625,1.168328,-0.949710,-0.300667,0.417589,-0.741933,-0.306452,0.937117,-1.034743,-0.364584,1.170523,-0.941783,-0.323845,1.234440,-0.814822,-0.287514,0.507554,-0.514191,-0.419862,0.900667,-0.744764,-0.440468,1.119043,-0.767171,-0.395056,1.237846,-0.747691,-0.352913
scuba,4,0.000002,0.003148,0.157861,0.058487,0.342044,0.034960,0.000015,0.000001,0.000002,0.301680,0.426264,0.395260,0.721466,0.002254,0.177714,0.797845,0.149880,0.026876,0.003300,0.451300,0.224374,0.003105,0.001179,0.000069,0.000026,0.000146,0.003687,0.000003,0.114287,0.035754,0.000061,0.000129,0.002355,0.000778,0.000083,0.000160,0.160200,0.089194,0.104184,0.012415,0.003958,0.000752,0.349950,0.166867,0.173220,0.203673,0.000310,0.046626,0.001711,0.001293,0.000025,0.000002,1.000000,0.000000,0.000000,0.000000,0.000000,0.060015,-0.406126,0.126997,0.235300,-0.780971,0.104182,0.450407,-0.981998,0.036058,0.650065,-1.068198,-0.032960,0.322838,-1.018795,-0.033373,0.800226,-1.310351,-0.175362,1.055124,-1.233824,-0.243216,1.123085,-1.084033,-0.254922,0.386935,-0.907707,-0.162276,0.914809,-1.187746,-0.269746,1.162495,-1.077048,-0.283365,1.223023,-0.931359,-0.270454,0.463908,-0.724462,-0.285370,0.949181,-0.978598,-0.354624,1.183968,-0.901870,-0.315773,1.259410,-0.791370,-0.272182,0.539178,-0.493660,-0.398896,0.908228,-0.691903,-0.429179,1.121044,-0.714415,-0.387404,1.241842,-0.695542,-0.340992
